"RECNUM","AdoptMomAge","AdoptDadAge","ADPFAMST","MomRace","DadRace","Transracial"
"260526000000",38,47,1,1,1,0
"260529000000",64,68,1,1,1,0
"260533000000",44,NA,3,2,99,0
"260534000000",57,NA,3,1,99,0
"260534000000",57,NA,3,1,99,0
"260535000000",61,62,1,1,1,0
"260539000000",31,NA,3,1,99,0
"260540000000",57,53,1,1,1,0
"260540000000",57,53,1,1,1,0
"260543000000",32,NA,3,2,99,0
"260543000000",35,34,1,2,2,0
"260547000000",49,NA,3,1,99,1
"260550000000",60,NA,3,2,99,0
"260554000000",40,NA,3,7,99,0
"260559000000",65,NA,3,2,99,0
"260562000000",40,NA,3,2,99,9
"260563000000",50,NA,3,99,99,9
"260565000000",75,NA,3,1,99,0
"260565000000",50,53,1,1,1,9
"260566000000",51,NA,3,1,99,9
"260569000000",40,NA,3,2,99,0
"260570000000",55,NA,3,7,99,3
"260571000000",30,45,1,1,7,0
"260580000000",43,47,1,1,1,0
"260580000000",32,34,1,1,1,0
"260582000000",48,45,1,7,7,9
"260583000000",NA,NA,NA,99,99,9
"260585000000",38,NA,3,2,99,0
"260590000000",57,58,1,1,1,0
"260590000000",48,50,1,1,1,0
"260596000000",58,NA,3,1,99,0
"260598000000",43,NA,3,1,99,0
"260598000000",43,NA,3,1,99,0
"260598000000",49,NA,3,1,99,0
"260599000000",44,NA,3,99,99,9
"260601000000",76,NA,3,2,99,9
"260603000000",35,NA,3,2,99,0
"260604000000",40,42,1,7,7,0
"260604000000",44,NA,4,2,99,0
"260609000000",49,NA,3,2,99,0
"260610000000",42,48,2,7,7,3
"260610000000",42,48,2,7,7,3
"260611000000",40,40,1,2,2,0
"260615000000",40,NA,3,1,99,9
"260615000000",39,NA,3,7,99,0
"260615000000",29,31,1,1,1,0
"260615000000",61,NA,3,2,99,0
"260618000000",52,NA,3,2,99,0
"260618000000",50,NA,3,2,99,9
"260618000000",56,NA,3,7,99,0
"260620000000",49,NA,3,2,99,9
"260622000000",35,36,1,1,1,0
"260624000000",25,NA,3,2,99,0
"260624000000",48,NA,3,1,99,0
"260628000000",NA,NA,NA,99,99,9
"260629000000",54,54,1,1,1,0
"260630000000",69,74,1,7,7,9
"260631000000",36,NA,3,3,99,3
"260631000000",65,NA,3,2,99,0
"260631000000",51,46,1,2,2,0
"260633000000",60,NA,3,2,99,0
"260633000000",65,NA,3,2,99,0
"260639000000",53,NA,3,7,99,2
"260639000000",47,50,1,7,7,3
"260639000000",47,50,1,7,7,3
"260639000000",47,50,1,7,7,3
"260645000000",57,54,2,7,2,0
"260645000000",57,54,2,7,2,0
"260645000000",47,NA,3,2,99,3
"260646000000",59,NA,3,7,99,3
"260650000000",58,60,1,1,1,0
"260651000000",48,NA,3,2,99,0
"260652000000",74,52,1,1,1,0
"260656000000",48,48,1,1,7,0
"260657000000",55,NA,3,7,99,9
"260658000000",50,NA,3,7,99,0
"260658000000",29,43,1,7,7,0
"260659000000",46,NA,3,2,99,9
"260660000000",43,NA,3,2,99,0
"260660000000",39,41,1,1,1,9
"260662000000",64,NA,3,2,99,2
"260667000000",37,NA,3,99,99,9
"260667000000",37,NA,3,99,99,9
"260670000000",51,NA,3,2,99,0
"260681000000",41,36,1,1,1,0
"260682000000",50,53,1,1,1,0
"260682000000",40,NA,3,2,99,9
"260682000000",44,NA,3,2,99,0
"260686000000",59,65,1,2,2,0
"260686000000",59,65,1,2,2,0
"260686000000",54,NA,3,7,99,3
"260686000000",53,NA,3,2,99,9
"260688000000",54,54,1,1,1,0
"260690000000",45,42,1,1,1,0
"260692000000",51,NA,3,7,99,0
"260694000000",68,NA,3,2,99,3
"260695000000",34,35,1,1,1,0
"260699000000",50,NA,3,7,99,0
"260699000000",36,NA,3,7,99,0
"260800000000",52,NA,3,7,99,9
"260801000000",39,NA,3,1,99,9
"260803000000",57,54,1,1,1,9
"260804000000",43,NA,3,7,99,3
"260806000000",44,NA,3,1,99,0
"260808000000",51,NA,3,7,99,0
"260810000000",69,NA,3,2,99,0
"260810000000",50,NA,3,2,99,0
"260811000000",48,65,1,2,2,0
"260812000000",48,48,1,1,7,0
"260813000000",46,42,1,7,4,3
"260815000000",NA,NA,NA,99,99,9
"260815000000",44,42,1,1,1,0
"260825000000",64,NA,3,2,99,0
"260826000000",37,37,1,1,1,0
"260829000000",63,63,1,2,2,2
"260829000000",63,63,1,2,2,2
"260829000000",63,63,1,2,2,2
"260830000000",63,65,1,1,1,9
"260830000000",54,NA,3,1,99,1
"260832000000",40,43,1,1,1,0
"260835000000",47,NA,3,1,99,0
"260836000000",49,45,1,1,1,1
"260838000000",62,NA,3,2,99,0
"260838000000",54,56,1,2,2,0
"260839000000",58,NA,4,1,99,0
"260840000000",68,NA,3,7,99,0
"260840000000",52,NA,4,99,99,9
"260843000000",48,53,1,1,1,0
"260844000000",46,NA,3,2,99,0
"260845000000",64,68,1,7,7,0
"260845000000",64,68,1,7,7,0
"260845000000",64,68,1,7,7,0
"260845000000",64,68,1,7,7,0
"260846000000",45,50,1,1,1,0
"260847000000",57,46,1,7,7,3
"260849000000",55,NA,3,2,99,0
"260851000000",51,NA,3,2,99,0
"260851000000",35,43,1,1,1,1
"260855000000",57,NA,3,2,99,3
"260859000000",51,NA,3,2,99,9
"260859000000",51,NA,3,2,99,9
"260859000000",40,NA,3,2,99,3
"260862000000",57,NA,3,2,99,0
"260863000000",56,NA,3,2,99,0
"260864000000",58,62,1,7,7,0
"260864000000",58,62,1,7,7,0
"260869000000",54,55,1,1,1,9
"260871000000",27,23,2,1,1,0
"260872000000",40,43,1,1,1,0
"260873000000",37,37,1,1,1,0
"260873000000",68,NA,3,2,99,0
"260876000000",54,NA,3,2,99,0
"260876000000",36,38,1,1,1,0
"260880000000",36,33,1,1,1,0
"260882000000",47,48,1,2,2,0
"260884000000",63,NA,3,2,99,9
"260886000000",68,NA,3,7,99,3
"260886000000",51,46,1,2,2,0
"260887000000",53,NA,4,2,99,9
"260889000000",41,NA,3,2,99,0
"260889000000",63,NA,3,99,99,9
"260892000000",45,NA,3,1,99,0
"260892000000",59,NA,3,2,99,9
"260893000000",67,NA,3,7,99,0
"260893000000",67,NA,3,7,99,0
"260894000000",37,NA,3,99,99,9
"260896000000",59,NA,3,7,99,0
"260896000000",59,NA,3,7,99,0
"260903000000",56,NA,3,2,99,0
"260905000000",42,NA,3,2,99,0
"260905000000",53,NA,3,7,99,3
"260905000000",50,NA,3,1,99,0
"260908000000",57,NA,3,2,99,0
"260915000000",52,NA,3,2,99,3
"260916000000",56,NA,3,2,99,0
"260916000000",39,NA,3,2,99,0
"260920000000",51,NA,3,2,99,0
"260920000000",51,NA,3,2,99,0
"260922000000",45,45,1,2,2,0
"260922000000",50,47,1,99,7,9
"260926000000",39,NA,3,7,99,3
"260926000000",60,NA,3,7,99,0
"260927000000",38,NA,3,2,99,0
"260928000000",65,55,1,7,7,2
"260934000000",39,NA,3,2,99,0
"260937000000",31,NA,3,2,99,3
"260940000000",57,NA,3,2,99,3
"260940000000",48,NA,3,1,99,0
"260944000000",35,47,1,1,1,1
"260947000000",46,42,1,1,1,0
"260950000000",69,NA,3,1,99,0
"260951000000",35,NA,3,2,99,0
"260954000000",54,NA,3,7,99,3
"260955000000",52,NA,3,7,99,9
"260955000000",53,56,1,1,7,0
"260955000000",54,NA,3,2,99,0
"260956000000",56,48,1,1,1,0
"260956000000",53,NA,3,2,99,0
"260958000000",56,NA,3,7,99,0
"260958000000",71,NA,3,2,99,0
"260959000000",66,NA,3,2,99,0
"260959000000",66,NA,3,2,99,0
"260959000000",66,NA,3,2,99,0
"260960000000",57,62,1,2,2,3
"260961000000",42,NA,3,2,99,9
"260962000000",45,NA,3,2,99,0
"260964000000",48,45,1,1,1,0
"260968000000",52,NA,3,7,99,3
"260968000000",46,NA,3,2,99,0
"260969000000",60,NA,4,2,99,9
"260970000000",51,50,1,2,2,0
"260970000000",45,44,1,1,1,0
"260971000000",45,NA,3,2,99,9
"260973000000",35,39,2,7,7,0
"260973000000",35,39,2,7,7,0
"260974000000",50,NA,3,7,99,0
"260979000000",66,66,1,2,2,0
"260980000000",41,44,1,1,1,0
"260982000000",26,30,1,1,1,0
"260983000000",49,50,1,1,1,1
"260987000000",54,57,1,2,7,0
"260993000000",47,NA,3,2,99,0
"260994000000",58,NA,3,2,99,0
"260999000000",55,NA,3,2,99,3
"261000000000",39,39,1,1,1,9
"261104000000",56,NA,3,2,99,0
"261111000000",57,NA,3,1,99,0
"261111000000",47,50,1,7,7,0
"261114000000",56,NA,3,2,99,0
"261114000000",44,NA,3,2,99,0
"261114000000",37,NA,3,2,99,0
"261115000000",26,NA,3,1,99,0
"261116000000",39,NA,3,1,99,1
"261117000000",60,NA,3,2,99,0
"261117000000",65,NA,3,99,99,9
"261120000000",46,49,1,7,7,0
"261122000000",69,74,1,7,7,2
"261124000000",65,59,1,2,2,0
"261126000000",50,44,1,2,2,0
"261127000000",40,42,1,7,7,0
"261127000000",40,NA,3,2,99,0
"261128000000",52,56,1,2,2,0
"261128000000",29,31,1,1,1,0
"261128000000",56,NA,3,2,99,0
"261128000000",46,NA,3,2,99,9
"261129000000",61,NA,3,2,99,0
"261129000000",37,41,1,1,1,0
"261129000000",NA,NA,NA,99,99,9
"261131000000",47,43,1,1,1,0
"261131000000",34,35,1,1,1,0
"261132000000",38,NA,3,1,99,0
"261137000000",43,NA,3,7,99,0
"261142000000",NA,NA,NA,99,99,9
"261142000000",36,37,1,2,2,0
"261144000000",38,44,1,7,7,0
"261144000000",44,NA,3,2,99,9
"261145000000",65,NA,3,2,99,0
"261145000000",42,37,1,7,7,9
"261146000000",49,NA,3,2,99,0
"261147000000",50,47,1,1,1,1
"261149000000",55,NA,3,7,99,0
"261150000000",45,NA,3,1,99,9
"261150000000",53,63,1,2,2,3
"261152000000",52,NA,3,2,99,9
"261155000000",52,62,1,2,2,0
"261156000000",42,NA,3,2,99,2
"261156000000",61,NA,3,2,99,0
"261157000000",51,NA,3,2,99,0
"261160000000",58,NA,3,99,99,9
"261161000000",45,42,1,1,1,0
"261162000000",35,42,1,1,1,1
"261162000000",58,NA,3,7,99,3
"261163000000",68,NA,3,2,99,3
"261166000000",46,46,1,1,1,0
"261169000000",75,NA,3,2,99,0
"261170000000",28,53,2,1,99,0
"261170000000",47,NA,3,7,99,0
"261172000000",55,60,1,2,2,0
"261173000000",47,60,1,2,2,3
"261174000000",48,55,1,1,2,0
"261174000000",34,NA,3,7,99,2
"261174000000",65,NA,3,2,99,0
"261174000000",55,NA,3,7,99,3
"261176000000",45,NA,3,7,99,0
"261177000000",37,NA,3,2,99,0
"261182000000",54,54,1,1,1,0
"261183000000",56,NA,3,7,99,3
"261183000000",56,NA,3,7,99,3
"261183000000",40,58,1,2,2,2
"261184000000",43,42,1,1,1,0
"261185000000",27,29,1,7,7,3
"261185000000",54,55,1,2,2,9
"261187000000",53,60,1,7,7,0
"261190000000",54,NA,3,7,99,0
"261196000000",62,NA,3,2,99,9
"261197000000",51,47,1,1,1,0
"261198000000",50,45,1,1,1,0
"261198000000",61,NA,3,2,99,9
"261202000000",44,49,1,7,7,0
"261203000000",38,NA,3,2,99,0
"261205000000",40,56,1,2,2,0
"261206000000",48,50,1,2,2,2
"261209000000",37,59,1,1,1,0
"261211000000",27,23,1,1,1,0
"261213000000",53,49,1,2,2,0
"261213000000",51,NA,3,2,99,0
"261214000000",41,NA,3,2,99,3
"261215000000",53,48,1,1,1,1
"261215000000",53,48,1,1,1,1
"261215000000",56,NA,3,2,99,0
"261216000000",33,NA,3,2,99,0
"261218000000",37,NA,3,2,99,0
"261220000000",41,37,1,1,1,0
"261220000000",38,NA,3,2,99,0
"261223000000",65,NA,3,2,99,0
"261223000000",73,NA,3,2,99,0
"261225000000",53,NA,3,1,99,9
"261226000000",32,32,1,1,1,9
"261229000000",46,NA,3,2,99,0
"261229000000",57,NA,3,2,99,0
"261230000000",29,30,2,1,1,1
"261232000000",60,NA,3,2,99,0
"261232000000",60,NA,3,2,99,0
"261233000000",43,47,1,1,1,0
"261238000000",50,55,1,5,2,2
"261239000000",48,NA,3,2,99,0
"261241000000",35,36,1,2,7,0
"261241000000",57,NA,3,7,99,0
"261242000000",46,45,1,2,2,0
"261242000000",46,45,1,2,2,0
"261242000000",46,45,1,2,2,0
"261242000000",43,NA,3,2,99,0
"261242000000",62,66,1,1,1,9
"261242000000",41,40,1,1,1,0
"261242000000",33,41,1,1,1,0
"261245000000",41,NA,3,2,99,0
"261248000000",47,43,2,2,2,0
"261250000000",33,41,1,1,1,0
"261253000000",51,42,1,2,2,0
"261256000000",54,NA,3,2,99,3
"261256000000",54,NA,3,2,99,3
"261257000000",47,NA,3,2,99,0
"261259000000",36,36,1,1,1,0
"261259000000",37,52,1,1,1,9
"261259000000",43,43,1,1,1,0
"261259000000",49,50,1,1,1,1
"261262000000",37,42,1,1,1,0
"261264000000",47,47,1,1,1,0
"261267000000",42,NA,3,1,99,0
"261268000000",32,NA,3,2,99,0
"261270000000",44,54,1,2,2,3
"261272000000",65,NA,3,7,99,0
"261273000000",61,NA,3,7,99,3
"261273000000",45,44,1,2,2,0
"261274000000",68,54,2,7,7,0
"261275000000",60,NA,3,7,99,0
"261275000000",52,NA,3,2,99,0
"261278000000",NA,NA,NA,99,99,9
"261279000000",46,46,1,1,1,0
"261279000000",47,NA,3,2,99,0
"261279000000",48,47,1,1,1,1
"261280000000",50,55,1,1,1,0
"261281000000",44,39,1,7,7,0
"261282000000",51,NA,3,2,99,0
"261282000000",61,NA,3,2,99,0
"261282000000",61,NA,3,2,99,0
"261282000000",53,53,1,1,1,0
"261283000000",67,51,1,7,2,9
"261284000000",31,26,1,2,2,0
"261286000000",50,36,1,7,7,3
"261286000000",60,NA,3,7,99,2
"261286000000",30,NA,3,1,99,0
"261287000000",45,47,1,1,1,0
"261287000000",40,44,1,1,1,0
"261288000000",66,69,1,1,1,0
"261288000000",41,NA,3,2,99,0
"261288000000",30,45,1,1,7,0
"261290000000",47,40,1,1,1,0
"261293000000",57,NA,3,2,99,0
"261296000000",40,NA,3,2,99,0
"261300000000",58,NA,3,2,99,0
"261301000000",46,NA,3,7,99,3
"261302000000",53,NA,3,2,99,0
"261306000000",32,NA,3,2,99,0
"261306000000",51,NA,3,2,99,0
"261308000000",40,NA,3,2,99,0
"261310000000",70,NA,3,2,99,0
"261313000000",58,61,1,2,2,9
"261315000000",48,50,1,2,2,0
"261315000000",48,50,1,2,2,0
"261315000000",48,50,1,2,2,0
"261315000000",48,56,1,7,7,9
"261318000000",67,NA,3,7,99,3
"261323000000",38,39,1,2,2,9
"261323000000",38,39,1,2,2,0
"261324000000",69,NA,3,7,99,0
"261324000000",69,NA,3,7,99,0
"261324000000",69,NA,3,7,99,0
"261325000000",46,NA,3,2,99,0
"261327000000",59,NA,3,2,99,3
"261328000000",44,NA,3,2,99,0
"261329000000",61,NA,3,2,99,0
"261329000000",60,NA,3,2,99,0
"261330000000",55,NA,3,1,99,0
"261331000000",61,62,1,1,1,0
"261332000000",37,NA,3,2,99,0
"261333000000",50,NA,3,2,99,0
"261335000000",45,NA,3,2,99,0
"261337000000",45,45,1,1,1,9
"261340000000",51,NA,3,7,99,0
"261347000000",58,62,1,7,7,2
"261347000000",57,NA,3,7,99,9
"261350000000",54,NA,3,2,99,0
"261350000000",54,52,1,7,7,2
"261350000000",54,52,1,7,7,2
"261351000000",68,NA,3,2,99,0
"261352000000",55,55,1,7,7,2
"261352000000",58,55,1,1,1,0
"261355000000",49,NA,3,7,99,0
"261356000000",51,NA,3,2,99,9
"261360000000",33,32,1,1,1,9
"261360000000",50,47,1,1,1,0
"261364000000",39,NA,3,2,99,0
"261367000000",52,NA,3,7,99,9
"261367000000",45,NA,3,2,99,0
"261372000000",65,63,1,2,2,9
"261372000000",49,NA,3,2,99,0
"261373000000",50,NA,3,2,99,0
"261374000000",56,55,1,7,7,2
"261376000000",52,51,2,2,2,0
"261377000000",53,56,2,2,2,0
"261379000000",58,60,1,1,1,0
"261382000000",42,44,1,2,2,0
"261384000000",47,NA,3,2,99,0
"261385000000",47,NA,3,2,99,0
"261386000000",49,44,1,7,2,9
"261388000000",40,NA,3,7,99,2
"261388000000",40,NA,3,7,99,2
"261391000000",48,55,1,1,1,0
"261391000000",40,39,1,1,1,1
"261393000000",38,NA,3,2,99,0
"261401000000",29,NA,3,2,99,3
"261403000000",50,NA,3,2,99,0
"261404000000",56,58,1,7,7,3
"261406000000",61,NA,3,2,99,9
"261406000000",62,NA,3,2,99,0
"261407000000",47,NA,3,7,99,9
"261414000000",61,NA,3,2,99,0
"261415000000",60,NA,3,2,99,0
"261416000000",65,73,1,2,2,0
"261418000000",55,57,1,2,2,0
"261418000000",50,NA,3,2,99,0
"261418000000",41,NA,3,2,99,0
"261419000000",34,37,1,7,7,0
"261420000000",47,44,1,2,2,2
"261421000000",63,NA,3,1,99,1
"261424000000",57,54,1,7,7,2
"261427000000",63,62,1,1,1,9
"261430000000",31,NA,3,1,99,1
"261431000000",47,48,1,2,2,0
"261432000000",66,NA,3,2,99,0
"261435000000",44,NA,3,2,99,0
"261438000000",56,NA,3,2,99,9
"261443000000",56,NA,3,7,99,3
"261445000000",41,41,1,1,1,0
"261446000000",48,42,1,2,2,3
"261448000000",56,58,1,1,1,0
"261448000000",44,NA,3,99,99,9
"261448000000",52,NA,3,2,99,0
"261449000000",30,34,1,1,1,0
"261449000000",45,50,1,1,1,0
"261450000000",45,44,1,1,1,0
"261450000000",37,NA,3,1,99,9
"261451000000",38,NA,3,2,99,0
"261452000000",52,NA,3,7,99,3
"261452000000",59,NA,3,7,99,3
"261452000000",45,NA,3,2,99,0
"261453000000",NA,NA,NA,99,99,9
"261453000000",59,63,1,1,1,0
"261453000000",30,32,1,1,1,0
"261455000000",38,38,1,1,1,0
"261457000000",30,NA,3,2,99,0
"261459000000",41,NA,3,2,99,0
"261460000000",55,NA,3,7,99,2
"261464000000",34,37,1,1,1,0
"261466000000",54,NA,3,7,99,3
"261466000000",34,41,1,7,7,0
"261468000000",53,NA,3,2,99,0
"261468000000",52,NA,3,2,99,0
"261470000000",29,NA,3,2,99,0
"261472000000",45,44,1,1,1,9
"261472000000",35,34,1,2,2,0
"261476000000",38,39,1,1,1,0
"261479000000",45,NA,3,2,99,0
"261480000000",34,54,1,1,1,1
"261480000000",52,40,2,7,7,3
"261482000000",57,NA,3,2,99,0
"261482000000",32,43,1,1,1,9
"261483000000",31,NA,3,2,99,0
"261487000000",42,NA,3,2,99,0
"261488000000",40,NA,3,1,99,0
"261489000000",58,67,1,2,2,9
"261492000000",36,NA,3,2,99,0
"261492000000",55,NA,3,2,99,9
"261492000000",55,NA,3,2,99,0
"261493000000",71,NA,3,2,99,2
"261493000000",65,55,1,1,1,1
"261494000000",56,56,1,1,1,0
"261494000000",46,46,1,1,1,0
"261497000000",49,43,1,1,1,0
"261500000000",60,NA,3,7,99,0
"261507000000",47,54,1,7,1,0
"261509000000",41,NA,4,2,99,0
"261511000000",31,31,1,2,2,0
"261512000000",33,28,1,1,1,0
"261512000000",44,45,1,1,1,9
"261515000000",44,NA,3,2,99,9
"261515000000",57,62,1,2,2,0
"261516000000",65,NA,3,2,99,0
"261518000000",39,NA,3,99,99,9
"261520000000",50,NA,3,2,99,9
"261521000000",59,NA,3,2,99,0
"261526000000",34,NA,3,99,99,9
"261527000000",38,36,1,99,99,9
"261527000000",63,47,1,7,7,2
"261532000000",45,NA,3,7,99,3
"261532000000",46,51,1,2,2,0
"261533000000",37,32,1,2,2,2
"261535000000",62,48,1,1,7,0
"261536000000",60,59,1,4,4,0
"261540000000",48,NA,3,7,99,9
"261541000000",35,35,1,1,1,0
"261543000000",47,NA,3,7,99,2
"261544000000",48,43,1,1,1,0
"261545000000",38,47,1,1,1,9
"261545000000",65,NA,3,7,99,0
"261545000000",65,NA,3,7,99,0
"261546000000",48,65,1,2,2,0
"261549000000",51,NA,3,2,99,0
"261550000000",55,NA,3,1,99,0
"261553000000",53,NA,3,2,99,0
"261554000000",54,53,1,2,2,0
"261555000000",41,NA,3,2,99,0
"261556000000",43,46,1,1,1,0
"261560000000",37,NA,3,2,99,0
"261563000000",46,NA,3,7,99,3
"261563000000",38,40,1,1,1,9
"261563000000",62,NA,3,2,99,3
"261568000000",NA,NA,NA,99,99,9
"261568000000",50,48,1,7,1,0
"261569000000",58,NA,3,2,99,0
"261571000000",35,NA,3,2,99,0
"261573000000",70,NA,3,7,99,3
"261574000000",40,NA,3,2,99,0
"261576000000",66,69,1,1,1,0
"261577000000",47,49,1,7,1,0
"261578000000",53,NA,3,2,99,9
"261580000000",33,37,2,2,2,0
"261580000000",57,NA,3,2,99,0
"261581000000",31,31,1,1,1,9
"261582000000",30,59,2,7,7,9
"261587000000",47,NA,3,2,99,9
"261588000000",43,52,1,7,7,9
"261591000000",56,48,1,1,1,0
"261591000000",38,44,1,7,7,3
"261593000000",56,52,1,1,1,9
"261594000000",61,NA,3,7,99,2
"261594000000",31,NA,3,2,99,0
"261598000000",43,NA,3,7,99,3
"261598000000",41,NA,3,2,99,0
"261598000000",41,NA,3,2,99,9
"261599000000",70,NA,3,7,99,9
"261599000000",65,55,1,1,1,0
"261599000000",46,45,1,1,1,9
"261601000000",43,44,1,2,2,0
"261601000000",43,44,1,2,2,0
"261601000000",60,59,1,1,2,0
"261603000000",45,NA,3,2,99,0
"261603000000",45,NA,3,2,99,0
"261604000000",43,45,2,2,2,0
"261604000000",28,NA,3,99,99,9
"261605000000",45,NA,3,2,99,9
"261607000000",67,NA,3,2,99,0
"261608000000",56,NA,3,7,99,2
"261611000000",56,46,1,1,7,3
"261611000000",33,36,2,7,1,0
"261613000000",49,NA,3,2,99,9
"261614000000",56,NA,3,1,99,1
"261615000000",69,NA,3,2,99,0
"261617000000",48,45,1,7,7,9
"261620000000",50,37,1,1,1,0
"261620000000",50,37,1,1,1,0
"261621000000",57,50,1,2,2,0
"261623000000",57,NA,3,2,99,0
"261624000000",49,48,1,1,1,1
"261624000000",40,NA,3,2,99,0
"261625000000",51,NA,3,1,99,0
"261628000000",61,60,1,2,2,0
"261630000000",39,NA,3,2,99,0
"261631000000",53,52,1,1,1,0
"261631000000",53,NA,3,2,99,0
"261632000000",58,NA,3,2,99,0
"261635000000",67,NA,3,2,99,0
"261637000000",39,NA,3,7,99,0
"261638000000",45,NA,3,2,99,0
"261638000000",40,36,1,1,1,9
"261639000000",72,NA,3,7,99,2
"261640000000",58,55,1,7,7,0
"261640000000",58,55,1,7,7,0
"261643000000",53,NA,3,7,99,3
"261643000000",31,31,1,1,1,0
"261644000000",78,73,1,2,2,0
"261648000000",40,45,1,1,1,0
"261649000000",56,NA,3,7,99,3
"261650000000",NA,NA,NA,99,99,9
"261653000000",33,NA,3,7,99,2
"261658000000",51,55,1,1,1,0
"261658000000",38,36,1,1,1,1
"261659000000",30,32,1,2,2,0
"261663000000",47,NA,4,1,99,0
"261664000000",49,NA,3,2,99,0
"261665000000",57,80,1,7,7,3
"261670000000",70,64,1,7,7,0
"261670000000",70,64,1,7,7,0
"261671000000",67,NA,3,7,99,3
"261672000000",33,NA,3,1,99,0
"261679000000",41,44,1,1,1,0
"261681000000",57,NA,3,7,99,0
"261682000000",66,43,1,1,1,0
"261682000000",51,48,1,1,1,1
"261687000000",28,28,1,1,1,0
"261688000000",58,NA,3,2,99,0
"261688000000",27,32,1,1,1,1
"261691000000",34,NA,3,2,99,0
"261692000000",53,NA,3,7,99,0
"261694000000",31,35,1,1,1,1
"261694000000",53,56,2,2,2,0
"261695000000",54,68,2,7,7,3
"261695000000",49,51,1,2,2,0
"261697000000",54,NA,3,2,99,0
"261700000000",47,NA,3,99,99,9
"261700000000",36,43,1,1,1,0
"261704000000",39,42,1,1,1,0
"261707000000",33,40,2,1,1,9
"261707000000",36,NA,3,2,99,0
"261708000000",NA,NA,NA,99,99,9
"261710000000",NA,NA,NA,99,99,9
"261711000000",52,53,1,1,1,9
"261712000000",37,39,1,1,1,0
"261715000000",50,NA,3,2,99,0
"261716000000",53,NA,3,2,99,2
"261718000000",47,NA,3,2,99,0
"261718000000",45,NA,3,2,99,0
"261719000000",45,47,1,1,1,0
"261720000000",66,NA,3,2,99,0
"261721000000",59,NA,3,1,99,1
"261724000000",44,NA,3,2,99,0
"261729000000",47,NA,3,7,99,9
"261729000000",38,35,1,1,1,1
"261729000000",51,53,1,1,1,0
"261731000000",54,49,2,1,1,0
"261732000000",26,30,1,1,1,0
"261732000000",38,NA,3,1,99,9
"261735000000",47,NA,3,2,99,0
"261736000000",60,NA,3,2,99,0
"261736000000",51,NA,3,7,99,0
"261737000000",30,32,1,1,1,0
"261739000000",64,NA,3,7,99,2
"261739000000",45,45,1,1,1,9
"261744000000",44,49,1,1,1,1
"261748000000",46,54,1,1,1,9
"261749000000",48,NA,3,2,99,0
"261750000000",65,64,1,1,1,0
"261750000000",64,65,1,1,1,0
"261755000000",49,48,1,2,2,0
"261757000000",35,NA,3,1,99,0
"261758000000",43,49,1,1,1,0
"261759000000",59,58,1,2,2,0
"261759000000",53,NA,3,2,99,0
"261762000000",46,39,1,2,2,0
"261762000000",39,42,1,7,7,3
"261767000000",43,NA,3,2,99,9
"261769000000",74,80,1,2,2,0
"261772000000",43,NA,3,7,99,3
"261773000000",39,38,1,1,1,0
"261775000000",47,51,1,7,7,0
"261775000000",40,40,1,1,1,0
"261781000000",53,59,1,1,1,0
"261783000000",77,NA,3,2,99,0
"261784000000",71,NA,3,2,99,9
"261785000000",58,NA,3,7,99,3
"261786000000",45,45,1,1,1,9
"261786000000",51,45,2,1,1,9
"261788000000",44,51,1,7,7,0
"261789000000",36,49,1,1,1,0
"261792000000",40,43,1,1,1,0
"261793000000",NA,NA,NA,99,99,9
"261795000000",41,NA,3,2,99,0
"261795000000",40,NA,3,2,99,9
"261798000000",42,NA,3,1,99,1
"261799000000",68,NA,3,2,99,2
"261800000000",39,39,1,1,1,0
"261801000000",52,NA,3,7,99,3
"261803000000",54,NA,3,7,99,0
"261804000000",48,NA,3,2,99,0
"261804000000",47,NA,3,2,99,3
"261805000000",43,46,1,1,1,0
"261806000000",NA,NA,NA,99,99,9
"261806000000",39,NA,3,2,99,0
"261807000000",44,47,1,1,1,0
"261808000000",46,NA,3,2,99,0
"261810000000",43,NA,3,2,99,0
"261810000000",56,NA,3,2,99,0
"261810000000",42,37,1,1,1,9
"261811000000",44,43,2,99,99,9
"261811000000",44,47,1,1,1,9
"261812000000",32,32,1,1,1,0
"261813000000",38,42,2,1,1,9
"261814000000",56,NA,4,2,99,0
"261814000000",56,NA,4,2,99,0
"261814000000",30,32,1,1,1,1
"261814000000",69,NA,3,2,99,0
"261815000000",26,NA,3,1,99,0
"261816000000",41,46,2,1,1,0
"261818000000",43,44,1,1,1,0
"261818000000",49,NA,3,2,99,0
"261819000000",44,50,1,1,1,0
"261819000000",41,40,1,1,1,0
"261820000000",54,47,1,1,1,1
"261821000000",44,41,2,1,1,0
"261822000000",38,NA,3,2,99,0
"261825000000",61,62,1,1,1,0
"261825000000",40,35,1,1,1,0
"261826000000",35,42,1,1,1,9
"261827000000",40,NA,3,2,99,0
"261830000000",46,45,1,1,1,9
"261836000000",42,36,1,7,7,3
"261836000000",45,NA,3,2,99,0
"261836000000",45,NA,3,2,99,0
"261837000000",46,48,1,2,2,0
"261840000000",25,NA,3,1,99,0
"261842000000",40,44,1,7,2,2
"261845000000",45,NA,3,2,99,0
"261845000000",61,NA,3,2,99,0
"261847000000",57,NA,3,2,99,0
"261848000000",31,33,1,1,1,0
"261848000000",59,54,1,2,2,0
"261851000000",44,43,1,1,1,0
"261855000000",61,NA,3,2,99,0
"261856000000",39,41,1,1,1,1
