"RECNUM","SEX","AGYSPNDS","AgeAtAdopt","ChildRace","BioMomAgeAtBirth","MOMARRD","AdoptMomAge","AdoptDadAge","ADPFAMST","MomRace","DadRace","Transracial"
"260889000000",1,2,8,2,16,2,41,NA,3,2,99,0
"260889000000",1,2,4,2,39,2,63,NA,3,99,99,9
"260892000000",2,2,4,1,25,1,45,NA,3,1,99,0
"260892000000",1,2,5,99,34,2,59,NA,3,2,99,9
"260893000000",1,2,6,7,32,3,67,NA,3,7,99,0
"260893000000",2,2,7,7,30,3,67,NA,3,7,99,0
"260894000000",2,2,4,7,34,3,37,NA,3,99,99,9
"260896000000",2,2,6,7,21,2,59,NA,3,7,99,0
"260896000000",1,2,6,7,20,2,59,NA,3,7,99,0
"260903000000",1,2,4,2,20,3,56,NA,3,2,99,0
"260905000000",2,2,7,2,19,2,42,NA,3,2,99,0
"260905000000",1,2,9,2,19,2,53,NA,3,7,99,3
"260905000000",1,2,4,1,28,1,50,NA,3,1,99,0
"260908000000",2,2,4,2,25,2,57,NA,3,2,99,0
"260915000000",2,2,5,7,24,2,52,NA,3,2,99,3
"260916000000",2,2,4,2,32,2,56,NA,3,2,99,0
"260916000000",2,2,4,2,24,2,39,NA,3,2,99,0
"260920000000",2,2,6,2,23,2,51,NA,3,2,99,0
"260920000000",1,2,5,2,24,2,51,NA,3,2,99,0
"260922000000",2,2,5,2,28,2,45,45,1,2,2,0
"260922000000",1,2,4,99,29,3,50,47,1,99,7,9
"260926000000",2,2,5,2,19,2,39,NA,3,7,99,3
"260926000000",2,2,5,7,17,2,60,NA,3,7,99,0
"260927000000",2,2,15,2,20,2,38,NA,3,2,99,0
"260928000000",2,2,5,1,31,3,65,55,1,7,7,2
"260934000000",2,2,4,2,20,2,39,NA,3,2,99,0
"260937000000",2,2,5,7,24,2,31,NA,3,2,99,3
"260940000000",1,2,5,7,30,2,57,NA,3,2,99,3
"260940000000",1,2,4,1,18,2,48,NA,3,1,99,0
"260944000000",1,2,4,2,27,2,35,47,1,1,1,1
"260947000000",2,2,4,1,26,2,46,42,1,1,1,0
"260950000000",1,2,9,1,25,1,69,NA,3,1,99,0
"260951000000",2,2,4,2,27,2,35,NA,3,2,99,0
"260954000000",1,2,5,2,33,2,54,NA,3,7,99,3
"260955000000",1,2,5,99,22,3,52,NA,3,7,99,9
"260955000000",2,2,4,1,24,2,53,56,1,1,7,0
"260955000000",2,2,4,2,24,2,54,NA,3,2,99,0
"260956000000",2,2,4,1,22,2,56,48,1,1,1,0
"260956000000",2,2,14,2,38,3,53,NA,3,2,99,0
"260958000000",1,2,4,7,21,2,56,NA,3,7,99,0
"260958000000",1,2,5,2,28,2,71,NA,3,2,99,0
"260959000000",2,2,9,2,32,2,66,NA,3,2,99,0
"260959000000",2,2,11,2,29,2,66,NA,3,2,99,0
"260959000000",1,2,13,2,27,2,66,NA,3,2,99,0
"260960000000",2,2,5,4,39,2,57,62,1,2,2,3
"260961000000",1,2,4,99,22,2,42,NA,3,2,99,9
"260962000000",1,2,4,2,36,2,45,NA,3,2,99,0
"260964000000",2,2,4,1,24,2,48,45,1,1,1,0
"260968000000",2,2,4,2,30,2,52,NA,3,7,99,3
"260968000000",1,2,5,2,25,3,46,NA,3,2,99,0
"260969000000",1,2,16,99,25,2,60,NA,4,2,99,9
"260970000000",2,2,7,2,21,2,51,50,1,2,2,0
"260970000000",1,2,3,1,19,2,45,44,1,1,1,0
"260971000000",1,2,4,99,18,2,45,NA,3,2,99,9
"260973000000",1,2,6,7,18,3,35,39,2,7,7,0
"260973000000",2,2,7,7,17,2,35,39,2,7,7,0
"260974000000",1,2,4,7,NA,3,50,NA,3,7,99,0
"260979000000",1,2,14,2,33,2,66,66,1,2,2,0
"260980000000",1,2,4,1,25,1,41,44,1,1,1,0
"260982000000",2,2,5,1,32,1,26,30,1,1,1,0
"260983000000",1,2,4,2,30,2,49,50,1,1,1,1
"260987000000",2,2,8,2,19,3,54,57,1,2,7,0
"260993000000",1,2,4,2,43,2,47,NA,3,2,99,0
"260994000000",1,2,5,2,22,2,58,NA,3,2,99,0
"260999000000",2,2,4,7,31,2,55,NA,3,2,99,3
"261000000000",1,2,4,99,22,2,39,39,1,1,1,9
"261104000000",2,2,4,2,21,2,56,NA,3,2,99,0
"261111000000",1,2,5,1,25,2,57,NA,3,1,99,0
"261111000000",1,2,5,7,30,2,47,50,1,7,7,0
"261114000000",2,2,5,2,29,2,56,NA,3,2,99,0
"261114000000",1,2,4,2,20,3,44,NA,3,2,99,0
"261114000000",1,2,15,2,16,2,37,NA,3,2,99,0
"261115000000",2,2,4,1,19,2,26,NA,3,1,99,0
"261116000000",2,2,4,2,18,3,39,NA,3,1,99,1
"261117000000",1,2,5,2,39,2,60,NA,3,2,99,0
"261117000000",2,2,4,1,22,2,65,NA,3,99,99,9
"261120000000",2,2,7,7,27,2,46,49,1,7,7,0
"261122000000",2,2,5,1,26,2,69,74,1,7,7,2
"261124000000",2,2,5,2,33,2,65,59,1,2,2,0
"261126000000",2,2,3,2,28,2,50,44,1,2,2,0
"261127000000",1,2,4,7,25,2,40,42,1,7,7,0
"261127000000",2,2,5,2,20,2,40,NA,3,2,99,0
"261128000000",1,2,4,2,27,2,52,56,1,2,2,0
"261128000000",2,2,4,1,27,1,29,31,1,1,1,0
"261128000000",1,2,18,2,20,2,56,NA,3,2,99,0
"261128000000",1,2,5,99,34,2,46,NA,3,2,99,9
"261129000000",1,2,4,2,35,2,61,NA,3,2,99,0
"261129000000",1,2,4,1,31,1,37,41,1,1,1,0
"261129000000",1,2,5,1,26,NA,NA,NA,NA,99,99,9
"261131000000",2,2,4,1,29,2,47,43,1,1,1,0
"261131000000",1,2,4,1,29,2,34,35,1,1,1,0
"261132000000",1,2,5,1,28,1,38,NA,3,1,99,0
"261137000000",1,2,4,7,37,3,43,NA,3,7,99,0
"261142000000",2,2,7,7,21,NA,NA,NA,NA,99,99,9
"261142000000",1,2,4,2,32,2,36,37,1,2,2,0
"261144000000",1,2,4,7,25,2,38,44,1,7,7,0
"261144000000",1,2,4,99,22,2,44,NA,3,2,99,9
"261145000000",2,2,5,2,37,3,65,NA,3,2,99,0
"261145000000",1,2,4,99,41,2,42,37,1,7,7,9
"261146000000",1,2,5,2,18,2,49,NA,3,2,99,0
"261147000000",1,2,4,2,18,2,50,47,1,1,1,1
"261149000000",2,2,4,7,21,2,55,NA,3,7,99,0
"261150000000",2,2,6,99,21,3,45,NA,3,1,99,9
"261150000000",1,2,4,4,18,2,53,63,1,2,2,3
"261152000000",2,2,5,99,19,2,52,NA,3,2,99,9
"261155000000",2,2,4,2,31,1,52,62,1,2,2,0
"261156000000",1,2,4,1,29,2,42,NA,3,2,99,2
"261156000000",2,2,4,2,18,3,61,NA,3,2,99,0
"261157000000",2,2,5,2,25,3,51,NA,3,2,99,0
"261160000000",2,2,5,99,28,2,58,NA,3,99,99,9
"261161000000",2,2,4,1,22,2,45,42,1,1,1,0
"261162000000",2,2,5,7,19,2,35,42,1,1,1,1
"261162000000",2,2,4,2,26,2,58,NA,3,7,99,3
"261163000000",1,2,14,7,17,2,68,NA,3,2,99,3
"261166000000",2,2,4,1,28,2,46,46,1,1,1,0
"261169000000",1,2,3,2,36,2,75,NA,3,2,99,0
"261170000000",1,2,4,1,32,2,28,53,2,1,99,0
"261170000000",1,2,8,7,28,2,47,NA,3,7,99,0
"261172000000",2,2,5,2,15,3,55,60,1,2,2,0
"261173000000",1,2,12,7,17,3,47,60,1,2,2,3
"261174000000",2,2,4,2,19,2,48,55,1,1,2,0
"261174000000",1,2,4,1,20,2,34,NA,3,7,99,2
"261174000000",1,2,5,2,19,2,65,NA,3,2,99,0
"261174000000",1,2,4,2,22,2,55,NA,3,7,99,3
"261176000000",2,2,4,7,22,2,45,NA,3,7,99,0
"261177000000",1,2,4,2,21,2,37,NA,3,2,99,0
"261182000000",1,2,4,1,25,2,54,54,1,1,1,0
"261183000000",2,2,5,2,23,2,56,NA,3,7,99,3
"261183000000",1,2,5,2,23,2,56,NA,3,7,99,3
"261183000000",1,2,4,1,40,2,40,58,1,2,2,2
"261184000000",2,2,4,1,23,2,43,42,1,1,1,0
"261185000000",2,2,4,2,23,2,27,29,1,7,7,3
"261185000000",1,2,4,99,36,2,54,55,1,2,2,9
"261187000000",2,2,4,7,20,2,53,60,1,7,7,0
"261190000000",1,2,4,7,28,2,54,NA,3,7,99,0
"261196000000",2,2,5,99,17,2,62,NA,3,2,99,9
"261197000000",2,2,4,1,21,2,51,47,1,1,1,0
"261198000000",1,2,6,1,39,2,50,45,1,1,1,0
"261198000000",2,2,4,99,21,2,61,NA,3,2,99,9
"261202000000",2,2,4,7,30,2,44,49,1,7,7,0
"261203000000",1,2,5,2,25,3,38,NA,3,2,99,0
"261205000000",2,2,4,2,16,2,40,56,1,2,2,0
"261206000000",2,2,18,1,NA,3,48,50,1,2,2,2
"261209000000",1,2,4,1,28,2,37,59,1,1,1,0
"261211000000",1,2,3,1,25,3,27,23,1,1,1,0
"261213000000",1,2,4,2,27,2,53,49,1,2,2,0
"261213000000",1,2,5,2,23,2,51,NA,3,2,99,0
"261214000000",2,2,4,7,24,2,41,NA,3,2,99,3
"261215000000",2,2,4,2,25,2,53,48,1,1,1,1
"261215000000",1,2,4,2,25,2,53,48,1,1,1,1
"261215000000",2,2,4,2,24,2,56,NA,3,2,99,0
"261216000000",2,2,4,2,29,2,33,NA,3,2,99,0
"261218000000",2,2,11,2,38,2,37,NA,3,2,99,0
"261220000000",2,2,4,1,31,1,41,37,1,1,1,0
"261220000000",1,2,4,2,19,2,38,NA,3,2,99,0
"261223000000",2,2,4,2,20,2,65,NA,3,2,99,0
"261223000000",1,2,4,2,20,2,73,NA,3,2,99,0
"261225000000",1,2,5,99,19,2,53,NA,3,1,99,9
"261226000000",1,2,4,99,29,2,32,32,1,1,1,9
"261229000000",1,2,4,2,23,2,46,NA,3,2,99,0
"261229000000",2,2,5,2,35,2,57,NA,3,2,99,0
"261230000000",2,2,4,2,30,2,29,30,2,1,1,1
"261232000000",1,2,13,2,21,2,60,NA,3,2,99,0
"261232000000",2,2,11,2,23,2,60,NA,3,2,99,0
"261233000000",1,2,3,1,20,2,43,47,1,1,1,0
"261238000000",2,2,9,1,26,2,50,55,1,5,2,2
"261239000000",2,2,4,2,28,2,48,NA,3,2,99,0
"261241000000",1,2,4,2,28,2,35,36,1,2,7,0
"261241000000",1,2,8,7,20,2,57,NA,3,7,99,0
"261242000000",2,2,8,2,19,3,46,45,1,2,2,0
"261242000000",1,2,6,2,21,3,46,45,1,2,2,0
"261242000000",2,2,5,2,23,3,46,45,1,2,2,0
"261242000000",2,2,4,2,16,2,43,NA,3,2,99,0
"261242000000",1,2,4,99,22,2,62,66,1,1,1,9
"261242000000",1,2,4,1,31,1,41,40,1,1,1,0
"261242000000",2,2,4,1,25,2,33,41,1,1,1,0
"261245000000",2,2,4,2,22,2,41,NA,3,2,99,0
"261248000000",2,2,3,2,20,2,47,43,2,2,2,0
"261250000000",1,2,5,1,24,2,33,41,1,1,1,0
"261253000000",1,2,4,2,42,2,51,42,1,2,2,0
"261256000000",1,2,8,7,21,2,54,NA,3,2,99,3
"261256000000",2,2,4,7,25,2,54,NA,3,2,99,3
"261257000000",2,2,4,2,19,2,47,NA,3,2,99,0
"261259000000",1,2,4,1,24,2,36,36,1,1,1,0
"261259000000",1,2,4,99,24,2,37,52,1,1,1,9
"261259000000",1,2,4,1,31,2,43,43,1,1,1,0
"261259000000",1,2,4,2,31,2,49,50,1,1,1,1
"261262000000",1,2,3,1,24,2,37,42,1,1,1,0
"261264000000",2,2,4,1,24,2,47,47,1,1,1,0
"261267000000",2,2,4,1,31,2,42,NA,3,1,99,0
"261268000000",2,2,7,2,19,2,32,NA,3,2,99,0
"261270000000",1,2,4,7,42,2,44,54,1,2,2,3
"261272000000",2,2,4,7,23,2,65,NA,3,7,99,0
"261273000000",2,2,4,2,24,2,61,NA,3,7,99,3
"261273000000",2,2,3,2,29,2,45,44,1,2,2,0
"261274000000",2,2,6,7,19,2,68,54,2,7,7,0
"261275000000",1,2,7,7,23,2,60,NA,3,7,99,0
"261275000000",2,2,4,2,27,2,52,NA,3,2,99,0
"261278000000",2,2,5,2,19,NA,NA,NA,NA,99,99,9
"261279000000",1,2,4,1,35,2,46,46,1,1,1,0
"261279000000",2,2,5,2,24,2,47,NA,3,2,99,0
"261279000000",1,2,4,2,21,3,48,47,1,1,1,1
"261280000000",1,2,4,1,35,2,50,55,1,1,1,0
"261281000000",1,2,4,7,24,1,44,39,1,7,7,0
"261282000000",2,2,5,2,30,2,51,NA,3,2,99,0
"261282000000",1,2,4,2,19,3,61,NA,3,2,99,0
"261282000000",1,2,4,2,19,3,61,NA,3,2,99,0
"261282000000",1,2,3,1,26,2,53,53,1,1,1,0
"261283000000",1,2,4,99,22,2,67,51,1,7,2,9
"261284000000",2,2,4,2,26,2,31,26,1,2,2,0
"261286000000",1,2,5,2,32,2,50,36,1,7,7,3
"261286000000",1,2,4,1,30,2,60,NA,3,7,99,2
"261286000000",1,2,3,1,22,2,30,NA,3,1,99,0
"261287000000",1,2,5,1,29,2,45,47,1,1,1,0
"261287000000",1,2,4,1,21,2,40,44,1,1,1,0
"261288000000",1,2,4,1,27,2,66,69,1,1,1,0
"261288000000",2,2,4,2,37,3,41,NA,3,2,99,0
"261288000000",1,2,4,7,23,2,30,45,1,1,7,0
"261290000000",1,2,4,1,25,2,47,40,1,1,1,0
"261293000000",2,2,6,2,33,2,57,NA,3,2,99,0
"261296000000",1,2,4,2,29,2,40,NA,3,2,99,0
"261300000000",1,2,4,2,23,2,58,NA,3,2,99,0
"261301000000",2,2,4,2,39,3,46,NA,3,7,99,3
"261302000000",1,2,4,2,20,2,53,NA,3,2,99,0
"261306000000",2,2,16,2,32,2,32,NA,3,2,99,0
"261306000000",2,2,4,2,27,2,51,NA,3,2,99,0
"261308000000",2,2,4,2,21,2,40,NA,3,2,99,0
"261310000000",2,2,4,2,31,3,70,NA,3,2,99,0
"261313000000",1,2,4,99,21,1,58,61,1,2,2,9
"261315000000",2,2,18,2,26,2,48,50,1,2,2,0
"261315000000",1,2,16,2,28,2,48,50,1,2,2,0
"261315000000",1,2,13,2,31,2,48,50,1,2,2,0
"261315000000",1,2,12,99,33,3,48,56,1,7,7,9
"261318000000",2,2,4,2,25,2,67,NA,3,7,99,3
"261323000000",1,2,4,99,24,2,38,39,1,2,2,9
"261323000000",1,2,4,2,24,2,38,39,1,2,2,0
"261324000000",1,2,14,7,22,2,69,NA,3,7,99,0
"261324000000",1,2,11,7,24,2,69,NA,3,7,99,0
"261324000000",1,2,7,7,29,2,69,NA,3,7,99,0
"261325000000",2,2,4,2,39,2,46,NA,3,2,99,0
"261327000000",2,2,4,7,16,3,59,NA,3,2,99,3
"261328000000",1,2,4,2,24,2,44,NA,3,2,99,0
"261329000000",1,2,5,2,16,2,61,NA,3,2,99,0
"261329000000",2,2,3,2,25,2,60,NA,3,2,99,0
"261330000000",1,2,3,1,20,2,55,NA,3,1,99,0
"261331000000",2,2,3,1,26,2,61,62,1,1,1,0
"261332000000",2,2,4,2,28,3,37,NA,3,2,99,0
"261333000000",1,2,5,2,20,2,50,NA,3,2,99,0
"261335000000",1,2,4,2,30,3,45,NA,3,2,99,0
"261337000000",2,2,4,99,35,2,45,45,1,1,1,9
"261340000000",1,2,4,7,30,3,51,NA,3,7,99,0
"261347000000",1,2,4,1,20,2,58,62,1,7,7,2
"261347000000",1,2,4,99,21,2,57,NA,3,7,99,9
"261350000000",2,2,3,2,NA,2,54,NA,3,2,99,0
"261350000000",1,2,3,1,21,2,54,52,1,7,7,2
"261350000000",1,2,3,1,21,2,54,52,1,7,7,2
"261351000000",2,2,4,2,25,3,68,NA,3,2,99,0
"261352000000",1,2,4,1,35,1,55,55,1,7,7,2
"261352000000",1,2,4,1,34,1,58,55,1,1,1,0
"261355000000",1,2,3,7,37,3,49,NA,3,7,99,0
"261356000000",1,2,3,99,22,2,51,NA,3,2,99,9
"261360000000",1,2,3,99,23,3,33,32,1,1,1,9
"261360000000",1,2,3,1,26,2,50,47,1,1,1,0
"261364000000",1,2,3,2,21,2,39,NA,3,2,99,0
"261367000000",1,2,6,99,35,2,52,NA,3,7,99,9
"261367000000",2,2,4,2,31,1,45,NA,3,2,99,0
"261372000000",1,2,4,99,23,2,65,63,1,2,2,9
"261372000000",1,2,4,2,20,2,49,NA,3,2,99,0
"261373000000",2,2,4,2,35,2,50,NA,3,2,99,0
"261374000000",2,2,15,1,21,2,56,55,1,7,7,2
"261376000000",2,2,11,2,41,2,52,51,2,2,2,0
"261377000000",1,2,4,2,35,2,53,56,2,2,2,0
"261379000000",2,2,4,1,35,2,58,60,1,1,1,0
"261382000000",2,2,4,2,22,2,42,44,1,2,2,0
"261384000000",1,2,4,2,20,2,47,NA,3,2,99,0
"261385000000",1,2,3,2,31,2,47,NA,3,2,99,0
"261386000000",2,2,3,99,29,2,49,44,1,7,2,9
"261388000000",2,2,4,1,39,3,40,NA,3,7,99,2
"261388000000",2,2,8,1,35,3,40,NA,3,7,99,2
"261391000000",2,2,3,1,24,1,48,55,1,1,1,0
"261391000000",2,2,4,2,28,2,40,39,1,1,1,1
"261393000000",2,2,4,2,23,2,38,NA,3,2,99,0
"261401000000",2,2,4,7,41,2,29,NA,3,2,99,3
"261403000000",1,2,3,2,31,2,50,NA,3,2,99,0
"261404000000",2,2,3,2,23,2,56,58,1,7,7,3
"261406000000",1,2,5,99,26,2,61,NA,3,2,99,9
"261406000000",2,2,5,2,18,2,62,NA,3,2,99,0
"261407000000",1,2,4,99,20,3,47,NA,3,7,99,9
"261414000000",1,2,3,2,22,2,61,NA,3,2,99,0
"261415000000",2,2,4,2,28,3,60,NA,3,2,99,0
"261416000000",1,2,3,2,30,2,65,73,1,2,2,0
"261418000000",2,2,3,2,25,3,55,57,1,2,2,0
"261418000000",2,2,3,2,17,2,50,NA,3,2,99,0
"261418000000",2,2,3,2,25,2,41,NA,3,2,99,0
"261419000000",1,2,4,7,33,2,34,37,1,7,7,0
"261420000000",2,2,4,1,32,2,47,44,1,2,2,2
"261421000000",2,2,3,2,26,2,63,NA,3,1,99,1
"261424000000",1,2,3,1,40,1,57,54,1,7,7,2
"261427000000",1,2,3,99,36,1,63,62,1,1,1,9
"261430000000",2,2,4,2,20,2,31,NA,3,1,99,1
"261431000000",2,2,4,2,26,2,47,48,1,2,2,0
"261432000000",1,2,4,2,31,2,66,NA,3,2,99,0
"261435000000",2,2,4,2,24,2,44,NA,3,2,99,0
"261438000000",2,2,4,99,18,2,56,NA,3,2,99,9
"261443000000",1,2,4,2,41,2,56,NA,3,7,99,3
"261445000000",1,2,3,1,17,2,41,41,1,1,1,0
"261446000000",1,2,3,7,25,2,48,42,1,2,2,3
"261448000000",2,2,3,1,25,3,56,58,1,1,1,0
"261448000000",2,2,4,2,19,2,44,NA,3,99,99,9
"261448000000",2,2,5,2,20,2,52,NA,3,2,99,0
"261449000000",2,2,4,1,24,3,30,34,1,1,1,0
"261449000000",1,2,3,1,30,2,45,50,1,1,1,0
"261450000000",1,2,3,1,19,1,45,44,1,1,1,0
"261450000000",1,2,4,99,19,2,37,NA,3,1,99,9
"261451000000",1,2,3,2,35,2,38,NA,3,2,99,0
"261452000000",1,2,4,4,20,2,52,NA,3,7,99,3
"261452000000",2,2,4,2,23,2,59,NA,3,7,99,3
"261452000000",1,2,4,2,20,2,45,NA,3,2,99,0
"261453000000",2,2,3,2,42,NA,NA,NA,NA,99,99,9
"261453000000",2,2,3,1,20,2,59,63,1,1,1,0
"261453000000",1,2,4,1,23,2,30,32,1,1,1,0
"261455000000",1,2,5,1,27,1,38,38,1,1,1,0
"261457000000",1,2,4,2,25,2,30,NA,3,2,99,0
"261459000000",1,2,3,2,37,3,41,NA,3,2,99,0
"261460000000",2,2,4,1,26,2,55,NA,3,7,99,2
"261464000000",1,2,3,1,30,3,34,37,1,1,1,0
"261466000000",2,2,4,2,34,2,54,NA,3,7,99,3
"261466000000",2,2,3,7,42,2,34,41,1,7,7,0
"261468000000",2,2,3,2,26,2,53,NA,3,2,99,0
"261468000000",1,2,4,2,26,2,52,NA,3,2,99,0
"261470000000",1,2,3,2,25,2,29,NA,3,2,99,0
"261472000000",1,2,3,99,21,2,45,44,1,1,1,9
"261472000000",2,2,3,2,25,2,35,34,1,2,2,0
"261476000000",2,2,3,1,29,1,38,39,1,1,1,0
"261479000000",1,2,3,2,25,2,45,NA,3,2,99,0
"261480000000",1,2,3,2,17,2,34,54,1,1,1,1
"261480000000",2,2,5,2,20,2,52,40,2,7,7,3
"261482000000",1,2,4,2,36,2,57,NA,3,2,99,0
"261482000000",1,2,3,99,25,1,32,43,1,1,1,9
"261483000000",1,2,11,2,38,3,31,NA,3,2,99,0
"261487000000",2,2,6,2,20,2,42,NA,3,2,99,0
"261488000000",1,2,3,1,23,2,40,NA,3,1,99,0
"261489000000",2,2,4,99,33,2,58,67,1,2,2,9
"261492000000",1,2,4,2,22,2,36,NA,3,2,99,0
"261492000000",2,2,14,99,31,2,55,NA,3,2,99,9
"261492000000",2,2,18,2,27,2,55,NA,3,2,99,0
"261493000000",2,2,3,1,30,2,71,NA,3,2,99,2
"261493000000",2,2,3,2,27,2,65,55,1,1,1,1
"261494000000",1,2,3,1,36,2,56,56,1,1,1,0
"261494000000",1,2,3,1,29,2,46,46,1,1,1,0
"261497000000",1,2,3,1,28,2,49,43,1,1,1,0
"261500000000",1,2,3,7,19,2,60,NA,3,7,99,0
"261507000000",2,2,3,7,37,2,47,54,1,7,1,0
"261509000000",2,2,5,2,20,2,41,NA,4,2,99,0
"261511000000",1,2,4,2,19,3,31,31,1,2,2,0
"261512000000",1,2,3,1,19,2,33,28,1,1,1,0
"261512000000",2,2,2,99,27,2,44,45,1,1,1,9
"261515000000",1,2,3,99,42,2,44,NA,3,2,99,9
"261515000000",2,2,4,2,34,2,57,62,1,2,2,0
"261516000000",1,2,4,2,38,3,65,NA,3,2,99,0
"261518000000",2,2,3,7,25,2,39,NA,3,99,99,9
"261520000000",2,2,4,99,29,2,50,NA,3,2,99,9
"261521000000",2,2,3,2,24,2,59,NA,3,2,99,0
"261526000000",1,2,3,2,25,3,34,NA,3,99,99,9
"261527000000",1,2,3,7,32,2,38,36,1,99,99,9
"261527000000",2,2,4,1,20,2,63,47,1,7,7,2
"261532000000",2,2,3,2,31,2,45,NA,3,7,99,3
"261532000000",2,2,4,2,30,2,46,51,1,2,2,0
"261533000000",2,2,3,1,23,2,37,32,1,2,2,2
"261535000000",2,2,3,7,27,2,62,48,1,1,7,0
"261536000000",1,2,14,4,NA,3,60,59,1,4,4,0
"261540000000",2,2,4,99,20,2,48,NA,3,7,99,9
"261541000000",1,2,3,1,30,1,35,35,1,1,1,0
"261543000000",2,2,6,1,33,2,47,NA,3,7,99,2
"261544000000",2,2,2,1,20,2,48,43,1,1,1,0
"261545000000",1,2,3,99,23,2,38,47,1,1,1,9
"261545000000",1,2,6,7,17,2,65,NA,3,7,99,0
"261545000000",2,2,3,7,19,2,65,NA,3,7,99,0
"261546000000",1,2,3,2,22,2,48,65,1,2,2,0
"261549000000",1,2,5,2,35,2,51,NA,3,2,99,0
"261550000000",1,2,3,1,33,2,55,NA,3,1,99,0
"261553000000",2,2,3,2,42,2,53,NA,3,2,99,0
"261554000000",1,2,4,2,17,2,54,53,1,2,2,0
"261555000000",2,2,3,2,35,2,41,NA,3,2,99,0
"261556000000",1,2,2,1,27,1,43,46,1,1,1,0
"261560000000",1,2,4,2,40,2,37,NA,3,2,99,0
"261563000000",2,2,3,2,18,2,46,NA,3,7,99,3
"261563000000",1,2,3,99,18,2,38,40,1,1,1,9
"261563000000",1,2,3,6,18,2,62,NA,3,2,99,3
"261568000000",1,2,3,7,NA,NA,NA,NA,NA,99,99,9
"261568000000",2,2,3,1,33,2,50,48,1,7,1,0
"261569000000",2,2,3,2,23,2,58,NA,3,2,99,0
"261571000000",2,2,3,2,22,2,35,NA,3,2,99,0
"261573000000",2,2,3,2,27,2,70,NA,3,7,99,3
"261574000000",2,2,3,2,28,2,40,NA,3,2,99,0
"261576000000",1,2,3,1,28,2,66,69,1,1,1,0
"261577000000",2,2,3,7,25,2,47,49,1,7,1,0
"261578000000",2,2,4,99,17,2,53,NA,3,2,99,9
"261580000000",1,2,3,2,36,2,33,37,2,2,2,0
"261580000000",1,2,4,2,20,2,57,NA,3,2,99,0
"261581000000",2,2,3,99,21,2,31,31,1,1,1,9
"261582000000",1,2,8,99,NA,2,30,59,2,7,7,9
"261587000000",2,2,3,99,20,2,47,NA,3,2,99,9
"261588000000",1,2,3,99,30,1,43,52,1,7,7,9
"261591000000",1,2,3,1,23,2,56,48,1,1,1,0
"261591000000",1,2,3,2,40,2,38,44,1,7,7,3
"261593000000",1,2,3,99,27,2,56,52,1,1,1,9
"261594000000",1,2,6,1,17,2,61,NA,3,7,99,2
"261594000000",2,2,3,2,21,2,31,NA,3,2,99,0
"261598000000",2,2,4,2,31,2,43,NA,3,7,99,3
"261598000000",2,2,7,2,28,2,41,NA,3,2,99,0
"261598000000",2,2,5,99,30,2,41,NA,3,2,99,9
"261599000000",1,2,4,99,22,2,70,NA,3,7,99,9
"261599000000",1,2,3,1,16,2,65,55,1,1,1,0
"261599000000",2,2,3,99,35,1,46,45,1,1,1,9
"261601000000",1,2,4,2,34,2,43,44,1,2,2,0
"261601000000",2,2,4,2,34,2,43,44,1,2,2,0
"261601000000",2,2,3,2,21,2,60,59,1,1,2,0
"261603000000",2,2,3,2,34,3,45,NA,3,2,99,0
"261603000000",2,2,3,2,34,3,45,NA,3,2,99,0
"261604000000",1,2,3,2,20,2,43,45,2,2,2,0
"261604000000",1,2,3,7,37,3,28,NA,3,99,99,9
"261605000000",1,2,2,99,19,2,45,NA,3,2,99,9
"261607000000",1,2,3,2,22,2,67,NA,3,2,99,0
"261608000000",1,2,3,1,29,2,56,NA,3,7,99,2
"261611000000",1,2,3,2,22,2,56,46,1,1,7,3
"261611000000",2,2,3,1,27,2,33,36,2,7,1,0
"261613000000",1,2,3,99,33,2,49,NA,3,2,99,9
"261614000000",1,2,3,7,19,2,56,NA,3,1,99,1
"261615000000",2,2,5,2,19,2,69,NA,3,2,99,0
"261617000000",1,2,3,99,22,2,48,45,1,7,7,9
"261620000000",1,2,3,1,22,2,50,37,1,1,1,0
"261620000000",1,2,3,1,22,2,50,37,1,1,1,0
"261621000000",2,2,3,2,29,3,57,50,1,2,2,0
"261623000000",1,2,3,2,28,3,57,NA,3,2,99,0
"261624000000",1,2,3,7,33,1,49,48,1,1,1,1
"261624000000",2,2,3,2,22,2,40,NA,3,2,99,0
"261625000000",2,2,3,1,19,2,51,NA,3,1,99,0
"261628000000",2,2,3,2,29,2,61,60,1,2,2,0
"261630000000",2,2,19,2,19,2,39,NA,3,2,99,0
"261631000000",2,2,3,1,29,1,53,52,1,1,1,0
"261631000000",2,2,4,2,19,2,53,NA,3,2,99,0
"261632000000",1,2,3,2,26,2,58,NA,3,2,99,0
"261635000000",2,2,3,2,25,2,67,NA,3,2,99,0
"261637000000",2,2,3,7,37,2,39,NA,3,7,99,0
"261638000000",2,2,3,2,32,1,45,NA,3,2,99,0
"261638000000",1,2,3,99,27,2,40,36,1,1,1,9
"261639000000",1,2,4,1,31,2,72,NA,3,7,99,2
"261640000000",1,2,12,7,28,2,58,55,1,7,7,0
"261640000000",2,2,5,7,34,2,58,55,1,7,7,0
"261643000000",1,2,10,2,35,2,53,NA,3,7,99,3
"261643000000",2,2,2,1,27,2,31,31,1,1,1,0
"261644000000",1,2,3,2,30,3,78,73,1,2,2,0
"261648000000",1,2,3,1,42,2,40,45,1,1,1,0
