"RECNUM","SEX","AGYSPNDS","AgeAtAdopt","ChildRace","BioMomAgeAtBirth","MOMARRD"
"261933000000",1,2,2,2,26,2
"261934000000",2,2,2,1,25,2
"261934000000",1,2,2,1,30,2
"261936000000",2,2,2,1,21,1
"261937000000",1,2,2,1,26,2
"261942000000",2,2,2,2,37,2
"261944000000",2,2,2,1,24,2
"261944000000",1,2,2,2,35,2
"261945000000",2,2,2,2,37,2
"261946000000",2,2,2,99,18,2
"261952000000",2,2,2,7,34,2
"261953000000",2,2,3,99,18,2
"261954000000",2,2,2,99,35,2
"261955000000",1,2,1,1,21,2
"261955000000",1,2,2,7,28,2
"261955000000",2,2,2,2,23,2
"261956000000",1,2,2,1,25,2
"261956000000",1,2,2,1,20,2
"261959000000",1,2,3,1,20,1
"261960000000",1,2,3,1,21,2
"261960000000",1,2,2,99,25,2
"261960000000",2,2,2,2,35,2
"261961000000",1,2,2,1,27,2
"261961000000",1,2,2,1,27,2
"261961000000",2,2,2,99,28,2
"261962000000",1,2,2,7,34,2
"261963000000",2,2,2,2,29,2
"261965000000",2,2,2,1,28,2
"261966000000",1,2,1,1,24,2
"261975000000",1,2,2,1,31,3
"261976000000",1,2,2,2,27,2
"261978000000",1,2,2,7,29,2
"261979000000",1,2,2,1,33,2
"261980000000",1,2,2,1,36,2
"261981000000",2,2,2,99,36,2
"261981000000",2,2,3,99,27,2
"261982000000",2,2,2,2,36,2
"261983000000",2,2,2,99,26,2
"261985000000",2,2,2,1,22,1
"261985000000",2,2,2,1,22,1
"261986000000",2,2,2,2,32,2
"261987000000",2,2,2,2,41,2
"261989000000",2,2,2,1,23,2
"261990000000",1,2,2,2,24,2
"261993000000",2,2,2,2,23,2
"261995000000",1,2,2,7,32,2
"261999000000",1,2,2,7,38,2
"262002000000",1,2,2,2,31,3
"262007000000",1,2,2,1,22,2
"262009000000",2,2,2,2,29,2
"262011000000",1,2,2,7,24,2
"262011000000",2,2,2,1,24,2
"262012000000",1,2,2,1,21,1
"262014000000",2,2,2,1,27,NA
"262016000000",2,2,2,2,30,2
"262018000000",2,2,2,99,31,2
"262019000000",1,2,2,1,26,2
"262020000000",2,2,2,2,38,2
"262020000000",1,2,2,7,35,1
"262021000000",2,2,2,99,36,2
"262023000000",1,2,2,2,26,2
"262023000000",1,2,2,2,26,2
"262023000000",1,2,2,1,45,2
"262024000000",2,2,3,99,32,2
"262030000000",1,2,1,2,35,2
"262030000000",2,2,1,2,35,2
"262032000000",1,2,2,2,28,2
"262034000000",2,2,1,1,23,2
"262034000000",2,2,2,2,28,2
"262036000000",2,2,2,99,27,2
"262037000000",1,2,2,99,30,2
"262040000000",2,2,1,1,19,1
"262041000000",2,2,2,1,30,2
"262044000000",1,2,2,2,28,2
"262051000000",2,2,1,1,24,2
"262052000000",2,2,2,2,25,2
"262065000000",1,2,2,2,23,2
"262065000000",2,2,2,1,20,2
"262068000000",1,2,1,2,31,2
"262069000000",1,2,2,1,31,1
"262070000000",1,2,2,1,41,2
"262072000000",2,2,3,1,24,2
"262072000000",2,2,2,2,41,2
"262072000000",2,2,1,1,22,2
"262075000000",2,2,1,7,24,2
"262077000000",2,2,2,2,40,2
"262077000000",2,2,2,2,36,2
"262080000000",1,2,2,99,25,2
"262081000000",1,2,2,2,27,2
"262081000000",2,2,2,2,30,2
"262087000000",1,2,2,2,32,2
"262089000000",2,2,1,1,38,2
"262100000000",2,2,1,2,36,2
"262100000000",2,2,1,99,36,2
"262101000000",1,2,2,2,37,2
"262103000000",2,2,2,1,24,1
"262104000000",1,2,2,2,18,2
"262105000000",1,2,2,1,21,2
"262106000000",1,2,2,2,34,2
"262106000000",1,2,13,2,23,2
"262107000000",2,2,1,2,44,2
"262107000000",1,2,1,2,26,2
"262108000000",2,2,2,99,24,2
"262108000000",1,2,6,1,20,2
"262108000000",2,2,5,1,22,2
"262108000000",1,2,4,1,23,2
"262111000000",2,2,1,7,30,2
"262113000000",1,2,2,1,19,2
"262113000000",2,2,2,2,33,2
"262114000000",2,2,1,1,24,2
"262114000000",2,2,2,2,37,2
"262116000000",2,2,1,99,31,2
"262117000000",1,2,2,1,32,2
"262117000000",1,2,2,2,35,2
"262120000000",2,2,2,99,24,1
"262126000000",2,2,2,2,28,3
"262126000000",2,2,2,2,30,2
"262129000000",1,2,2,99,24,2
"262131000000",1,2,1,99,24,1
"262131000000",2,2,2,99,30,2
"262133000000",1,2,1,7,29,2
"262133000000",1,2,1,99,34,2
"262134000000",1,2,2,99,42,2
"262136000000",2,2,1,1,30,2
"262136000000",2,2,1,7,29,2
"262137000000",1,2,1,1,30,1
"262138000000",1,2,2,2,29,2
"262140000000",2,2,1,1,25,2
"262140000000",1,2,1,7,24,2
"262148000000",2,2,2,1,28,2
"262149000000",1,2,1,2,25,2
"262149000000",2,2,1,1,38,2
"262152000000",2,2,1,1,30,2
"262155000000",1,2,1,1,22,2
"262157000000",2,2,2,2,28,2
"262158000000",2,2,1,2,24,2
"262160000000",2,2,1,99,30,1
"262164000000",1,2,1,1,26,2
"262165000000",1,2,1,1,24,2
"262165000000",2,2,1,2,26,2
"262166000000",1,2,1,1,23,3
"262166000000",2,2,1,1,23,2
"262166000000",2,2,1,2,25,2
"262173000000",2,2,2,1,31,2
"262173000000",1,2,1,1,27,2
"262178000000",2,2,1,1,28,1
"262183000000",2,2,1,1,22,2
"262185000000",1,2,1,1,31,2
"262185000000",1,2,1,2,20,2
"262185000000",2,2,1,1,28,2
"262189000000",1,2,2,1,30,2
"262192000000",2,2,1,1,35,NA
"262195000000",1,2,1,1,32,2
"262201000000",1,2,8,99,33,2
"262202000000",2,2,8,1,24,3
"262202000000",1,2,9,2,17,2
"262213000000",1,2,8,1,21,2
"262214000000",2,2,8,2,17,2
"262215000000",1,2,8,1,18,2
"262218000000",2,2,8,1,18,3
"262222000000",2,2,8,1,22,2
"262222000000",2,2,11,7,17,2
"262232000000",1,2,8,1,22,2
"262237000000",1,2,8,4,19,2
"262244000000",2,2,10,2,36,3
"262245000000",1,2,10,7,22,3
"262245000000",1,2,14,7,18,3
"262245000000",2,2,12,7,20,3
"262245000000",1,2,11,7,21,3
"262246000000",1,2,8,1,36,NA
"262248000000",2,2,11,7,25,2
"262248000000",1,2,10,7,26,2
"262251000000",2,2,8,7,29,2
"262252000000",1,2,8,1,26,3
"262254000000",1,2,7,1,19,2
"262257000000",2,2,10,7,22,2
"262259000000",2,2,11,2,31,2
"262259000000",2,2,10,2,32,2
"262264000000",1,2,8,2,24,2
"262265000000",2,2,7,1,24,1
"262282000000",2,2,8,2,21,2
"262285000000",2,2,14,1,31,2
"262285000000",1,2,16,1,30,2
"262285000000",2,2,12,1,33,2
"262285000000",2,2,10,7,26,3
"262285000000",1,2,14,2,38,2
"262287000000",2,2,8,1,26,2
"262303000000",1,2,16,2,28,2
"262303000000",1,2,15,2,29,2
"262303000000",1,2,12,2,31,2
"262306000000",1,2,12,2,18,2
"262309000000",2,2,8,7,28,2
"262310000000",1,2,8,1,38,3
"262313000000",1,2,7,2,28,2
"262313000000",1,2,7,2,24,2
"262314000000",2,2,8,7,20,2
"262314000000",1,2,7,1,29,1
"262315000000",2,2,12,2,33,2
"262316000000",2,2,7,2,25,2
"262317000000",1,2,8,1,26,2
"262321000000",1,2,9,2,20,2
"262323000000",2,2,9,2,24,2
"262326000000",1,2,8,99,18,2
"262330000000",2,2,7,7,NA,3
"262336000000",2,2,7,1,25,2
"262342000000",1,2,7,1,23,NA
"262344000000",1,2,8,7,30,2
"262346000000",1,2,7,99,22,1
"262347000000",1,2,7,2,17,2
"262348000000",1,2,7,2,16,2
"262349000000",1,2,9,2,25,2
"262352000000",1,2,11,2,34,2
"262352000000",1,2,7,1,23,2
"262356000000",2,2,7,1,30,1
"262360000000",2,2,8,1,27,2
"262361000000",2,2,8,99,36,2
"262364000000",1,2,10,2,19,2
"262365000000",2,2,7,2,22,2
"262366000000",1,2,8,7,29,3
"262369000000",2,2,7,1,41,1
"262375000000",2,2,17,1,18,2
"262375000000",2,2,7,1,37,2
"262381000000",2,2,7,2,22,2
"262381000000",1,2,8,2,34,2
"262381000000",1,2,8,2,34,2
"262385000000",2,2,8,1,24,2
"262386000000",1,2,7,2,20,3
"262390000000",2,2,7,99,22,2
"262396000000",1,2,10,7,21,2
"262396000000",2,2,8,7,23,2
"262397000000",2,2,8,2,19,2
"262398000000",2,2,8,1,33,2
"262402000000",2,2,7,2,17,2
"262402000000",2,2,8,99,27,2
"262403000000",2,2,8,7,39,2
"262403000000",2,2,8,7,39,2
"262405000000",2,2,9,2,29,2
"262405000000",2,2,7,2,31,2
"262410000000",2,1,7,2,NA,2
"262411000000",1,2,7,7,30,1
"262412000000",1,2,7,2,20,2
"262412000000",1,2,7,6,22,2
"262414000000",2,2,7,7,19,2
"262417000000",2,2,6,7,24,1
"262418000000",1,2,7,2,37,3
"262419000000",2,2,7,99,24,2
"262419000000",2,2,8,1,33,2
"262420000000",1,2,7,2,15,2
"262422000000",2,2,9,2,24,2
"262425000000",2,2,7,7,19,2
"262425000000",1,2,8,2,19,2
"262429000000",1,2,10,2,20,2
"262431000000",2,2,7,1,20,2
"262431000000",1,2,7,1,33,2
"262435000000",1,2,8,2,29,2
"262437000000",2,2,7,2,19,NA
"262437000000",1,2,6,1,19,2
"262439000000",2,2,6,99,23,1
"262440000000",2,2,7,7,37,3
"262442000000",2,1,12,7,19,2
"262445000000",2,2,6,1,24,1
"262449000000",1,2,7,7,39,2
"262452000000",2,2,7,99,23,NA
"262452000000",2,2,7,99,23,NA
"262452000000",1,2,7,1,21,2
"262453000000",1,2,8,1,20,3
"262457000000",1,2,7,99,23,1
"262457000000",1,2,7,7,18,2
"262458000000",1,2,7,99,23,2
"262463000000",2,2,12,2,20,2
"262463000000",1,2,9,2,23,2
"262464000000",2,2,9,2,42,2
"262467000000",1,2,10,2,16,2
"262468000000",1,2,9,1,22,2
"262468000000",1,2,8,2,29,3
"262473000000",2,2,7,7,31,2
"262474000000",2,2,7,7,25,2
"262478000000",2,2,9,2,20,2
"262478000000",1,2,12,2,17,2
"262478000000",1,2,8,2,21,2
"262481000000",2,2,7,99,26,2
"262482000000",1,2,7,1,32,2
"262484000000",1,2,7,1,21,2
"262485000000",2,2,10,2,18,2
"262485000000",2,2,10,2,18,2
"262485000000",2,2,9,2,19,2
"262487000000",1,2,7,1,18,2
"262487000000",1,2,17,1,NA,NA
"262492000000",2,2,6,99,31,2
"262492000000",2,2,9,2,20,3
"262497000000",1,2,7,2,41,2
"262497000000",2,2,12,7,41,2
"262498000000",1,2,8,2,22,2
"262499000000",2,2,13,2,17,2
"262499000000",2,2,11,2,19,2
"262499000000",2,2,10,2,20,2
"262499000000",2,2,9,2,21,2
"262499000000",2,2,8,7,18,3
"262502000000",2,2,7,7,21,1
"262504000000",2,2,7,2,33,1
"262505000000",2,2,7,2,27,2
"262511000000",1,2,7,1,21,2
"262511000000",2,2,7,2,25,2
"262511000000",1,2,7,7,20,2
"262517000000",2,2,7,2,21,2
"262517000000",2,2,6,2,22,2
"262521000000",2,2,12,7,18,2
"262523000000",1,2,7,2,32,2
"262526000000",2,2,9,7,25,2
"262527000000",2,2,10,2,39,1
"262527000000",2,2,7,1,28,2
"262528000000",2,2,12,1,29,1
"262530000000",1,2,7,1,24,2
"262530000000",2,2,7,3,21,2
"262532000000",1,2,14,1,20,2
"262532000000",2,2,7,1,27,2
"262533000000",2,2,11,1,20,2
"262533000000",2,2,14,1,17,3
"262535000000",1,2,7,99,22,2
"262537000000",2,2,7,2,37,2
"262539000000",2,2,7,1,25,1
"262546000000",2,2,6,7,25,NA
"262547000000",1,2,10,2,21,3
"262547000000",2,2,7,2,24,3
"262550000000",2,2,7,7,19,2
"262552000000",1,2,8,2,22,2
"262553000000",2,2,12,1,30,3
"262553000000",1,2,6,7,24,3
"262555000000",2,2,12,7,30,2
"262555000000",1,2,9,7,33,3
"262555000000",2,2,7,7,35,2
"262555000000",2,2,7,1,18,2
"262557000000",1,2,7,2,29,3
"262565000000",2,2,7,2,17,2
"262565000000",2,2,6,7,36,2
"262568000000",2,2,14,1,32,2
"262568000000",2,2,12,1,33,2
"262568000000",2,2,7,1,26,NA
"262574000000",1,2,7,99,27,2
"262577000000",2,2,9,2,25,2
"262577000000",1,2,7,99,26,2
"262579000000",1,2,12,2,22,2
"262579000000",1,2,7,2,21,2
"262580000000",2,2,7,2,22,2
"262580000000",1,2,7,2,20,2
"262581000000",1,2,7,1,31,1
"262582000000",2,2,7,99,34,2
"262584000000",2,2,6,7,33,2
"262586000000",2,2,7,1,20,2
"262587000000",2,2,14,2,20,2
"262589000000",1,2,6,1,22,2
"262591000000",1,2,6,1,23,2
"262596000000",1,2,13,2,21,2
"262598000000",1,2,14,2,19,2
"262598000000",2,2,12,2,21,2
"262600000000",2,1,7,7,25,2
"262604000000",1,2,6,99,20,2
"262604000000",2,2,7,1,37,2
"262607000000",2,2,9,2,20,2
"262609000000",1,2,7,7,29,2
"262610000000",1,2,8,2,28,2
"262610000000",1,2,16,2,20,2
"262611000000",1,2,11,2,NA,2
"262613000000",1,2,7,1,24,NA
"262615000000",2,2,6,1,18,2
"262622000000",2,2,7,2,28,2
"262624000000",2,2,6,1,20,3
"262624000000",1,2,7,2,20,2
"262629000000",1,2,6,99,28,2
"262631000000",1,2,8,2,27,3
"262631000000",2,2,10,2,25,3
"262631000000",2,2,9,2,26,3
"262634000000",1,2,10,2,42,2
"262637000000",1,2,7,2,23,2
"262638000000",2,2,11,2,22,2
"262648000000",1,2,14,7,21,3
"262648000000",1,2,12,7,23,3
"262659000000",2,2,7,2,25,2
"262664000000",1,2,6,7,NA,2
"262666000000",1,2,6,1,31,1
"262668000000",1,2,6,7,18,3
"262669000000",1,2,7,2,23,2
"262674000000",2,2,8,2,17,3
"262674000000",2,2,7,2,18,3
"262675000000",2,2,6,1,23,2
"262679000000",1,2,13,1,19,2
"262679000000",1,2,11,1,21,2
"262680000000",1,2,7,2,16,2
"262683000000",2,2,6,99,20,2
"262686000000",1,2,7,2,19,2
"262691000000",2,2,6,2,26,2
"262691000000",1,2,6,2,21,2
"262695000000",1,2,7,2,39,2
"262696000000",2,2,7,2,40,2
"262696000000",2,2,8,99,39,2
"262699000000",2,2,7,7,37,2
"262699000000",1,2,7,7,38,2
